post_id,post_text,true_label,predicted,correct,sentiment
650976015687282688,Уничтожение склада боеприпасов ИГИЛ. https://t.co/mexsTUbDD9 http://t.co/rf42AfsjxM,fake,real,False,积极
650974638328057856,Rusia publica tres nuevos videos de los bombardeos contra el Estado Islámico en Siria http://t.co/wRGYERZWu5 http://t.co/OlUQRWPbAV,fake,real,False,中性
650971603904385024,Doing Visual Research: Russian airstrikes in #Syria\n#Wargames #PSYOP #WWIII\nhttp://t.co/E98UemstOy,fake,fake,True,消极
650971571461472256,Воздушно-космические силы России. Производим терраформирование. С охватом большой территории по желанию заказчика\nhttp://t.co/TaCKXLcHwg,fake,fake,True,中性
650969555892850689,سلاح الجو الروسي يدمر مستودعات  ذخيرة قرب من قرية تل بيساو في #حمص. http://t.co/QxZ0LSZz3u,fake,real,False,中性
650968856786243584,"Огневое поражение  склада боеприпасов террористов ИГИЛ,  Телль-Биса \nhttp://t.co/MuHHkGAIb5",fake,real,False,积极
650968638388838400,Видео очередного авиационного удара по складу боеприпасов ИГИЛ. http://t.co/dt1g1cELa4,fake,real,False,中性
650966109554929664,"Похоже, сирийским боевикам лучше всё своё носить с собой. Ударом ВКС Новосирии уничтожен ещё один склад боеприпасов http://t.co/z8nw1Swcor",fake,fake,True,消极
650962779017506816,Нанесение авиационного удара по складу боеприпасов террористов ИГИЛ\nhttps://t.co/P7KKao1qsq,fake,real,False,积极
715439959667261440,Saiga 410K review https://t.co/dDW9Q05ofk @YouTube aracılığıyla,fake,real,False,中性
713191025322377216,https://t.co/RvVQ8VGEsT,fake,fake,True,中性
712838046027132928,これは米軍の印象を悪くさせる自作自演らしい\n確かに発音も違うし、なんせ関連動画がロシア語のばっかり\nhttps://t.co/hkswLnkknv https://t.co/ljH68VZ3tl,fake,fake,True,消极
712733198820704256,"@kalenskyj Fake US military man, wearing outdated uniform and a sport helmet, both can be bought on eBay. The video  https://t.co/uApAZDUGQP",fake,fake,True,消极
712669942915735554,"The Russian tradition of hiring Africans to do horrible things as ""Americans"" lives on. https://t.co/dDYT62Nqgr https://t.co/1xT73EBK78",fake,fake,True,消极
683988305164267520,هذا الفديو لجندي أمريكي يستهزئ و يطلق النار على القرآن الكريم هذا أكبر دليل على عنصرية الجيش الأمريكي https://t.co/Jsfj1n1nUs,fake,fake,True,消极
683987526344945664,@CNNPolitics @POTUS @Eugene_Scott \nMaybe ask him about such shameful behaviours of his soldiers Mr @AC360 \n#fascism\nhttps://t.co/EVj9DRAKMZ,fake,fake,True,消极
683985276709003264,"@BryanLaMadrid @HillaryClinton Clinton Helped create #ISIS, truth is exposed now! some US veterans r like this video\nhttps://t.co/p5fd0H3u9K",fake,fake,True,消极
683984723908161536,@discjocke52 what honor are you talking about?\nhonor of extremism and spreading death and hatred!\nhttps://t.co/p5fd0H3u9K,fake,fake,True,消极
683983380153786368,@PoliticsIn2015 @nourakotaibi @RTarabic_Bn  انها خطة من اميركا للقضاء على الاسلام  فكل دولة لها دور في الثورة انظر\nhttps://t.co/3JyoG0kwHY,fake,fake,True,消极
677147974934376449,Saiga 410K review\n https://t.co/0fxbYr3fyq via @YouTube\n جنود #أميركا التي تلجأ إليها #السعودية\nانظرو من يطلق النار على #القرآن,fake,fake,True,消极
677142141555068928,FREAKS AND BASTARDS. HAVE NO GOD.. I HATE  AMERICAN POLITICS \nSaiga 410K review\n https://t.co/mpGEEtmX5q عبر @YouTube,fake,fake,True,消极
677140137793462272,اميركا تجرب الاسلحة الروسية على القرأن الكريم وتحاول ان تصيبه ..\nلا يوجد احترام للاديان !!\n#روسيا #اميركا #اسلحة\nhttps://t.co/t7GsLJq4nz,fake,fake,True,消极
677138284053716992,Americans spread racism and hatred wherever they go\nIslam is bad? fine..don't act worse than takfiris!\n https://t.co/victGOtoN4 via @YouTube,fake,fake,True,消极
677137311432339456,انظوا كيف يعامل الاميركان الحقيرون القران الكريم https://t.co/2GZyHJGCZK via @YouTube,fake,fake,True,消极
674949610633326593,@Khalidalkhudair US soldier insults Muslims again\nhttps://t.co/cWEHcxQJpO,fake,fake,True,消极
674947431658819584,@ZainabFattah Disrespect to them https://t.co/cWEHcxQJpO,fake,fake,True,消极
700050777327411201,"Video : Panic moments when Large Explosion Ankara,Turkey 17/02/2016 - YouTube https://t.co/YiAhynVR0W",real,real,True,消极
700023388841078784,https://t.co/oqCt1e59m8 https://t.co/bDQi8H4WRp,real,fake,False,中性
700018178210967552,Ισχυρότατη έκρηξη συγκλονίζει την Τουρκία – Πέντε νεκροί και πολλοί τραυματίες (Βίντεο) https://t.co/KUuOrzCR4Q https://t.co/bVxl6JDLMp,real,real,True,消极
700014680404836352,Video of people in panic after Ankara Explosion #Turkey https://t.co/AjeK30lu3Q,real,real,True,消极
700025934070546433,Moment of Ankara explosion targeted Turkey army multiple buses https://t.co/oxR7JtMNUZ https://t.co/rO6hnS2r1o,real,real,True,消极
700599237776543744,"RT @insanhaklarimiz: ANKARA CAR EXPLOSION KILLED 28, INJURED 61+ ; AKP DAVUTOGLU ERDOGAN RESPONSIBLE- NO ACCOUNTABILITY  https://t.co/6ntCg…",real,fake,False,消极
700574696484392960,"ANKARA CAR EXPLOSION KILLED 28, INJURED 61+ on Feb 17, 2016 #Turkey https://t.co/6ntCgZzCtJ",real,real,True,消极
700567522366455808,"ANKARA CAR EXPLOSION KILLED 28, INJURED 61+ ; AKP DAVUTOGLU ERDOGAN RESPONSIBLE- NO ACCOUNTABILITY  https://t.co/6ntCgZzCtJ via @YouTube",real,fake,False,消极
700556412003315712,"Ankara car explosion killed 28, injured 61+. \nBombings killed hundreds in Turkey. \nAKP Erdogan responsible . \nhttps://t.co/TVBzVQkal2",real,fake,False,消极
700222417118085120,"ANKARA CAR EXPLOSION KILLED 28, INJURED 61+ in Turkey feb 17, 2016;  https://t.co/4V3vVmcNha via @YouTube",real,real,True,消极
700203703253495808,"RT @cumartesiannesi: Bomba patlamis 28+ hayat kaybi, 61+yarali, agir yarali,O YINE,SAKLA,GORME , GOSTERME,DUYURMA https://t.co/7ju3QRBBwJ h…",real,fake,False,消极
700203384863907841,"Bomba patlamis 28+ hayat kaybi, 61+yarali, agir yarali,O YINE,SAKLA,GORME , GOSTERME,DUYURMA https://t.co/7ju3QRBBwJ https://t.co/b3QLP8Fz5E",real,real,True,消极
700165394372423680,Turkish Military: Ankara explosion a terror attack - CNN https://t.co/PzTKQFoG06 https://t.co/jCAy4cIEj9,real,real,True,消极
700150418400120832,トルコのアンカラで昨年秋に続いてまたテロがおきました。\nhttps://t.co/jHvgbwIVC7,real,real,True,消极
700091238419079168,Turkish Military: #Ankara explosion a terror attack https://t.co/e1oUYvflYV,real,real,True,消极
700062267098857472,Yes!News (vídeo) - Turkish Military: Ankara explosion a terror attack:  https://t.co/3hTIAhoxL5 #news #notícias,real,real,True,消极
700060994723307520,Turkish Military: Ankara #explosion a #terror attack - Feb 17 @ 3:55 PM ET https://t.co/GQrt0rSMep https://t.co/9iZQu2ODkh,real,real,True,消极
700057822537650179,Turkish Military: Ankara explosion a terror attack https://t.co/dEEeaBrPvG #video [ad https://t.co/3w0S6lKmjw ],real,real,True,消极
700052460245659650,【トルコの首都アンカラの中心部で大爆発】\nTurkish Military: Ankara explosion a terror attack https://t.co/BBPJY4EW1M @YouTubeさんから,real,real,True,消极
665333038944002048,"Tristesse...😢🙏 \n#Bataclan sold out, musiciens &amp; public en osmose...Quelques minutes avant le drame. #paixauxvictimes https://t.co/KGn8zFbiEO",fake,fake,True,消极
665324167785410560,RT @Proyecto40: #ÚltimaHora Espectacular fotografía sacada antes de los ataques en la sala del teatro Bataclan. https://t.co/mSBls4Ezgn,fake,fake,True,消极
665333370205765632,RT @Javivi1976: #Bataclan esta noche antes de los atentados. @playradiovlc https://t.co/ThfGdHtIjg,fake,fake,True,消极
665326188735295489,"RT @Pizzigatas: El hombre tiene que establecer un final para la guerra. Sino, ésta establecerá un fin para la humanidad.\n#Paris https://t.c…",fake,real,False,消极
665389341141659648,🇫🇷 #Paris https://t.co/zjjRPC7USm,fake,fake,True,中性
665381603913441280,RT @Soy_Donante: #EaglesOfDeathMetal antes del Ataque terrorista en Teatro Bataclan https://t.co/qcKUUp4ioe,fake,fake,True,消极
665325312742322176,Foto Antes Del Atentato En El Bacatlan \n#Paris 🙏🙏 https://t.co/j5rjSQw4ad,fake,fake,True,消极
665325765299302400,RT @anaidmartinezm: Foto Antes Del Atentato En El Bacatlan \n#Paris 🙏🙏 https://t.co/j5rjSQw4ad,fake,fake,True,消极
665589607552163840,RT @marcelomena: Esta foto se tomó al inicio de recital en París. Nadie podrá parar la felicidad que brinda la música. https://t.co/qHgEDh9…,fake,real,False,积极
665332547413504000,Işte o konser salonu! Teröristler ellerinde uzun namlulu silahlarla salonu taradı #ParisAttacks #Fransa https://t.co/3Wuesj4yOJ,fake,real,False,消极
665347902189932544,Paris'te 100 kişiye yakın insanın öldügü konserin saldırı öncesi.. Mutlu yüzler..\n#ParisAttacks #ParisUnderAttack https://t.co/oR9RL7JCg4,fake,fake,True,消极
665342161660022784,RT @ilya_directx: @BBCBreaking @SkyNews picture at Bataclan concert minutes before terrorist attack https://t.co/zjfXbopyh2,fake,real,False,消极
665498340059127808,RT @ernimol: @JoostNiemoller Dit schijnt een foto te zijn van het concert vlak voordat ze binnen kwamen https://t.co/GS18xU7rro,fake,real,False,中性
665333949581754368,RT @adnanturkkan: Işte o konser salonu! Teröristler ellerinde uzun namlulu silahlarla salonu taradı #ParisAttacks #Fransa https://t.co/3Wue…,fake,real,False,消极
665326062184845312,"El hombre tiene que establecer un final para la guerra. Sino, ésta establecerá un fin para la humanidad.\n#Paris https://t.co/eS4sPVAIo7",fake,fake,True,消极
665346057719672833,"RT @Pizzigatas: El hombre tiene que establecer un final para la guerra. Sino, ésta establecerá un fin para la humanidad.\n#Paris https://t.c…",fake,real,False,消极
665340728080359424,Λιγες στιγμες πριν.... #ParisAttacks #Bataclan https://t.co/BF01C6XYe4,fake,fake,True,消极
665312414619926529,RT @DominiqueNad: Salle du Bataclan https://t.co/UH7QFZr5tu,fake,fake,True,中性
665482516975980544,"RT @danrem: Konon, inside The Bataclan concert before the attack. How life can change in a second. #Pray4Paris https://t.co/6RESZL0nPh",fake,fake,True,消极
665356539364945920,"RT @danrem: Konon, inside The Bataclan concert before the attack. How life can change in a second. #Pray4Paris https://t.co/6RESZL0nPh",fake,fake,True,消极
665327013842960384,RT @TempleMestalla: Esta es la discoteca.... buffff.... https://t.co/Gzn9PAEcku,fake,fake,True,消极
665536779672526849,La vie peut basculer en une seconde : la preuve !! #Fusillade #ParisAttacks #PrayForParis #Bataclan https://t.co/zUWatlm7Kz,fake,real,False,消极
665326905474818048,Esta es la discoteca.... buffff.... https://t.co/Gzn9PAEcku,fake,fake,True,消极
665507006497865728,RT @Proyecto40: #ÚltimaHora Espectacular fotografía sacada antes de los ataques en la sala del teatro Bataclan. https://t.co/mSBls4Ezgn,fake,fake,True,消极
665363990302715904,RT @Proyecto40: #ÚltimaHora Espectacular fotografía sacada antes de los ataques en la sala del teatro Bataclan. https://t.co/mSBls4Ezgn,fake,fake,True,消极
665412062194085888,"RT @danrem: Konon, inside The Bataclan concert before the attack. How life can change in a second. #Pray4Paris https://t.co/6RESZL0nPh",fake,fake,True,消极
665475238784823296,"RT @danrem: Konon, inside The Bataclan concert before the attack. How life can change in a second. #Pray4Paris https://t.co/6RESZL0nPh",fake,fake,True,消极
665342748195741696,RT @ilya_directx: @BBCBreaking @SkyNews picture at Bataclan concert minutes before terrorist attack https://t.co/zjfXbopyh2,fake,real,False,消极
665535163380719616,RT @ernimol: @JoostNiemoller Dit schijnt een foto te zijn van het concert vlak voordat ze binnen kwamen https://t.co/GS18xU7rro,fake,fake,True,中性
665487939141574656,RT @ernimol: @JoostNiemoller Dit schijnt een foto te zijn van het concert vlak voordat ze binnen kwamen https://t.co/GS18xU7rro,fake,real,False,中性
665493497722642432,RT @adnanturkkan: Işte o konser salonu! Teröristler ellerinde uzun namlulu silahlarla salonu taradı #ParisAttacks #Fransa https://t.co/3Wue…,fake,real,False,消极
665458066406682624,RT @adnanturkkan: Işte o konser salonu! Teröristler ellerinde uzun namlulu silahlarla salonu taradı #ParisAttacks #Fransa https://t.co/3Wue…,fake,real,False,消极
665345769629708288,RT @adnanturkkan: Işte o konser salonu! Teröristler ellerinde uzun namlulu silahlarla salonu taradı #ParisAttacks #Fransa https://t.co/3Wue…,fake,real,False,消极
665292183927455745,RT @Conflicts: PHOTO: French military deployed on the streets of #Paris as a large scale terror attack is taking place - @lepoint https://t…,real,fake,False,消极
665291933678493696,RT @J0nDeFrance: L'armée déployée à Paris https://t.co/eyyZqIMevk,real,real,True,中性
665291459332042752,Attentats ah il reste deux militaires disponibles  à Paris https://t.co/FjRT1SOUj5,real,fake,False,消极
665291435340492800,RT @saserief: “@Conflicts:  French military deployed on the streets of #Paris  large scale terror attack taking place - @lepoint https://t.…,real,fake,False,消极
665291409407148032,“@Conflicts:  French military deployed on the streets of #Paris  large scale terror attack taking place - @lepoint https://t.co/v3DyDzjGzS”,real,fake,False,消极
665291250619326465,L'armée déployée à Paris https://t.co/eyyZqIMevk,real,real,True,中性
665290706211205120,PHOTO: French military deployed on the streets of #Paris as a large scale terror attack is taking place - @lepoint https://t.co/ETe0fZW61f,real,fake,False,消极
665294181049483266,RT @GerryHassan: This is the image &amp; reality terrorists want to see as everyday life. We are NOT at war. #ParisAttacks https://t.co/N3zDg58…,real,fake,False,消极
665293916695085061,Army on the streets #Paris https://t.co/GfVRs1Kzyr,real,real,True,中性
665293707835547649,This is the image &amp; reality terrorists want to see as everyday life. We are NOT at war. #ParisAttacks https://t.co/N3zDg58j28,real,fake,False,消极
665293503426125826,French military on the streets of #paris as the cowardly religious scum terrorists wreak death and destruction.. https://t.co/BnJNEjXUy2,real,fake,False,消极
665293405585543169,RT @LaMutine: Attentats ah il reste deux militaires disponibles  à Paris https://t.co/FjRT1SOUj5,real,fake,False,消极
665292299287535617,"RT tangiblej: ""RT Conflicts: PHOTO: French military deployed on the streets of #Paris as a large scale terror atta… https://t.co/JVrZtEe72v""",real,fake,False,消极
665297317206081536,domdyer70: RT Conflicts: PHOTO: French military deployed on the streets of #Paris as a large scale terror attack i… https://t.co/dN5oIlbBIu,real,fake,False,消极
665303302767304704,RT @Conflicts: PHOTO: French military deployed on the streets of #Paris as a large scale terror attack - @lepoint https://t.co/81QEM6wQpW,real,fake,False,消极
665292171688452097,RT @sylvainbohrer: Des corps étendus au 10 rue Charonne. Des draps sont jetés par les fenêtres pr couvrir les corps  #fusillade #Paris http…,real,real,True,消极
665287110346297344,Des corps étendus au 10 rue Charonne. Des draps sont jetés par les fenêtres pr couvrir les corps  #fusillade #Paris https://t.co/dMyZOLahBF,real,real,True,消极
665281896457334785,Des corps étendus au 10 rue Charonne. Des draps sont jetés par les fenêtres pr couvrir les corps  #fusillade #Paris https://t.co/0GeQ1SNfij,real,real,True,消极
665292151937302528,RT @RT_com: BREAKING: @FRANCE24 reports at least 60 hostages at #Paris concert hall #Bataclan https://t.co/zgDNuxWusS https://t.co/d2bMm4Iy…,real,real,True,消极
665291076111106048,BREAKING: FRANCE24 reports at least 60 hostages at #Paris concert hall #Bataclan https://t.co/VFUdA4GQcf https://t.co/SKFTtlNbzU,real,real,True,消极
665290734480814080,n_izzah: RT RT_com: BREAKING: FRANCE24 reports at least 60 hostages at #Paris concert hall #Bataclan … https://t.co/T9a12hhB5H,real,real,True,消极
665290127925780480,RT @PB_Prathamesh_B: BREAKING: FRANCE24 reports at least 60 hostages at #Paris concert hall #Bataclan https://t.co/sAqEoSrxNE https://t.co/…,real,real,True,消极
665289898048495616,RT_com: BREAKING: FRANCE24 reports at least 60 hostages at #Paris concert hall #Bataclan https://t.co/8WPmZ1a7WL https://t.co/27KXOUJpCY …,real,real,True,消极
665289786912022528,BREAKING: FRANCE24 reports at least 60 hostages at #Paris concert hall #Bataclan https://t.co/sAqEoSrxNE https://t.co/EmoRlTKfAh,real,real,True,消极
665289588760539136,BREAKING: FRANCE24 reports at least 60 hostages at #Paris concert hall #Bataclan https://t.co/flrRrUBd3R https://t.co/PlLAD8EFrE,real,real,True,消极
665289378361679873,BREAKING: FRANCE24 reports at least 60 hostages at #Paris concert hall #Bataclan https://t.co/edzwnJvmiB https://t.co/d8sUyyhfPy,real,real,True,消极
665287790863761409,RT_com: BREAKING: FRANCE24 reports at least 60 hostages at #Paris concert hall #Bataclan https://t.co/T72zplrRyO https://t.co/I4LZI1dYcg,real,real,True,消极
665287789613830148,RT_com: BREAKING: FRANCE24 reports at least 60 hostages at #Paris concert hall #Bataclan https://t.co/Uu6lyvQ4Gc https://t.co/zQD4DZ1GXv,real,real,True,消极
665287666729132032,BREAKING: FRANCE24 reports at least 60 hostages at #Paris concert hall #Bataclan https://t.co/XVlMOBoTWK https://t.co/oANRaj7vvi,real,real,True,消极
665287647225581568,BREAKING: FRANCE24 reports at least 60 hostages at #Paris concert hall #Bataclan https://t.co/Ath11R6kHv https://t.co/TLG6VHPhEU\n\n— RT (R…,real,real,True,消极
665287404618649600,BREAKING: @FRANCE24 reports at least 60 hostages at #Paris concert hall #Bataclan https://t.co/zgDNuxWusS https://t.co/d2bMm4Iy2D,real,real,True,消极
665292159940071424,RT @Reuters: LIVE VIDEO: #Paris under attack. https://t.co/xsdu8nohIu https://t.co/nI396xpAUZ,real,real,True,消极
665291848370360320,RT: @reuters :LIVE VIDEO: #Paris under attack. https://t.co/xH5itFKxjp https://t.co/EE0PaV2kuv,real,real,True,消极
665291575350685696,Reuters: LIVE VIDEO: #Paris under attack. https://t.co/zGBEzt49Pb https://t.co/7y67p479Th,real,real,True,消极
665291528961589248,Reuters: LIVE VIDEO: #Paris under attack.  https://t.co/HVlgVoyED6:    Reuters Top News        ✔ ... https://t.co/KzSlnHkN9w #SriLanka,real,real,True,消极
665291379669602304,Rt @Reuters LIVE VIDEO: #Paris under attack. https://t.co/7Y0JhqZpNT https://t.co/F20Xjd1Yrj,real,real,True,消极
665291254398365697,"RT Reuters ""LIVE VIDEO: #Paris under attack. https://t.co/v5e1V0lZvo https://t.co/5Tx9NY7DyN""",real,real,True,消极
665291177621643264,#Reuters LIVE VIDEO: #Paris under attack. https://t.co/dMvRY5HwEL https://t.co/iaYnfMDeqb,real,real,True,消极
665290685768204290,LIVE VIDEO: #Paris under attack. https://t.co/z4gMhz2o2H  https://t.co/BGZVFMNRtG,real,fake,False,消极
665289670784364544,#news LIVE VIDEO: #Paris under attack. https://t.co/kxPoWshWL8 https://t.co/sNo34dGQSe,real,real,True,消极
665289590413123585,LIVE VIDEO: #Paris under attack. https://t.co/QQXZV0iYBl https://t.co/JTxpAuZWB6,real,real,True,消极
665289575363907584,Reuters: LIVE VIDEO: #Paris under attack. https://t.co/pCSCOof74L https://t.co/zMw6s0neAb,real,real,True,消极
665289559790501892,“@Reuters: LIVE VIDEO: #Paris under attack. https://t.co/ltJHOMiplp https://t.co/Xr5DKH7JJy”,real,real,True,消极
665289534087831553,Reuters: LIVE VIDEO: #Paris under attack. https://t.co/xuO64OK4cJ https://t.co/pNR1Wi7TzJ,real,real,True,消极
665289239781908480,gotadetinta: RT Reuters: LIVE VIDEO: #Paris under attack. https://t.co/ZyDIob3tXE https://t.co/OIgRM7WYhT,real,real,True,消极
665289191669039104,#France RT @Reuters: LIVE VIDEO: #Paris under attack. https://t.co/ko22f6N1EZ https://t.co/RjoqsxDeOF,real,real,True,消极
665289139961634820,LIVE VIDEO: #Paris under attack. https://t.co/0K8JHFfhJ7 https://t.co/YKO1wdmkqs,real,real,True,消极
665288750667296768,LIVE VIDEO: #Paris under attack. https://t.co/1EDXZbCVnt https://t.co/4JPhlCMqT3 #breaking #news,real,real,True,消极
665288382235414529,LIVE VIDEO: #Paris under attack. https://t.co/xsdu8nohIu https://t.co/nI396xpAUZ,real,real,True,消极
665292486449963009,RT Reuters: LIVE VIDEO: #Paris under attack. https://t.co/AcSG5q1cwo https://t.co/ScED0BGdrH by .isaranjuez,real,fake,False,消极
665299915065573376,LIVE VIDEO: #Paris under attack. https://t.co/N1iU0gUKOK https://t.co/wIGNG2QNLd (via @Reuters),real,real,True,消极
665291055118606339,RT @RT_com: MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/zgDNuxWusS https://t.co/DSltuWOGrU,real,real,True,消极
665289201945026560,Attaques multiples à #Paris &gt; au moins 18 morts (préfecture de police) https://t.co/4T4xV9FseE https://t.co/Q1VCYI4QKi,real,real,True,消极
665287014007201792,RT: rt_com :MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/F2mp0Qg0jc https://t.co/zCYOuYVsZR #wkwk,real,real,True,消极
665286132171718656,RT_com: MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/8WPmZ1a7WL https://t.co/RI6dZjUUVb #News,real,real,True,消极
665286021769265152,RT @France__Actu: Attaques multiples à #Paris &gt; au moins 18 morts (préfecture de police) https://t.co/tZSi3nr7DY,real,real,True,消极
665285983244562432,MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/sAqEoSrxNE https://t.co/wpyIPr8oJ5,real,real,True,消极
665285815170412545,MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/flrRrUBd3R https://t.co/stZPxyW1PV,real,real,True,消极
665285630658768896,MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/edzwnJvmiB https://t.co/uG2tPPynaa,real,real,True,消极
665285257642565632,Attaques multiples à #Paris &gt; au moins 18 morts (préfecture de police) https://t.co/tZSi3nr7DY,real,real,True,消极
665284542454853632,RT: @rt_com :MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/eNHMO0zeBC https://t.co/USGQSEPzDT,real,real,True,消极
665284214321975296,"@RT_com: MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/y7P3ZsZ05F https://t.co/JTGQiqn2Wj #ISIS?,",real,fake,False,消极
665284054829412352,RT_com: MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/Uu6lyvQ4Gc https://t.co/JYVthfbhjp,real,real,True,消极
665284020666781696,itele: Attaques multiples à #Paris &gt; au moins 18 morts (préfecture de police) https://t.co/xCLkzs7Q9M,real,real,True,消极
665283943965532160,MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/Ath11R6kHv https://t.co/IygTqu8mk8\n\n— RT (RT_com) No…,real,real,True,消极
665283861165813760,RT_com: MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/T72zplrRyO https://t.co/pDtIIkjO9R,real,real,True,消极
665282625003765760,@RT_com: MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/Wfzr7wit4f https://t.co/nkeh9Rcyc4,real,real,True,消极
665282394560311297,MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/zgDNuxWusS https://t.co/DSltuWOGrU,real,real,True,消极
665282129333456896,Attaques multiples à #Paris &gt; au moins 18 morts (préfecture de police) https://t.co/8qARbKRpmQ,real,real,True,消极
665281959162195968,Attaques multiples à #Paris &gt; au moins 18 morts (préfecture de police) https://t.co/ZlhgcDOG85,real,real,True,消极
665281686872158208,Attaques multiples à #Paris &gt; au moins 18 morts (préfecture de police) https://t.co/lAoLN5ZJS6,real,real,True,消极
665292174490075136,"RT @ABC: LATEST: 'Ongoing situation' in Paris; as many as 60 hostages being held, @BrianRoss reports https://t.co/RXccDf5dJR https://t.co/H…",real,real,True,消极
665292057431433216,"LATEST: 'Ongoing situation' in Paris; as many as 60 hostages being held, BrianRoss reports https://t.co/YgHs0TWRaF https://t.co/LhtZw6Qw7j",real,real,True,消极
665291304683835392,"abc4utah: RT ABC: LATEST: 'Ongoing situation' in Paris; as many as 60 hostages being held, BrianRoss reports … https://t.co/fqeo6Oz5lt",real,fake,False,消极
665291205723467776,"#ABC LATEST: 'Ongoing situation' in Paris; as many as 60 hostages being held, BrianRoss reports … https://t.co/1RTZ4gnzJC",real,fake,False,消极
665290226223480832,RT @ABC: LATEST: 'Ongoing situation' in Paris; as many as 60 hostages being held https://t.co/aSq8pKt0rz https://t.co/abg0LXZnSD,real,real,True,消极
665289648684580865,"#news LATEST: 'Ongoing situation' in Paris; as many as 60 hostages being held, BrianRoss reports … https://t.co/0NwQohVMso",real,fake,False,消极
665289412645777408,"LATEST: 'Ongoing situation' in Paris; as many as 60 hostages being held, @BrianRoss reports https://t.co/RXccDf5dJR https://t.co/HDRa5hUz50",real,fake,False,消极
665293073769975808,"wsoctv: RT ABC: LATEST: 'Ongoing situation' in Paris; as many as 60 hostages being held, BrianRoss reports … https://t.co/UtAwDV8gvE",real,fake,False,消极
665292680398807041,"RT ABC: LATEST: 'Ongoing situation' in Paris; as many as 60 hostages being held, BrianRoss reports … https://t.co/9hse8t7ilU",real,fake,False,消极
665292187819634689,"RT @whatahowler: This isn’t really a pitch invasion. Rather, the pitch in Paris is being used as a refuge. (h/t @GFN_France )\n\nhttps://t.co…",real,real,True,中性
665292180811042816,RT @6SecondFutbol: Fans on the pitch after the game &amp; Helicopters above the stadium. Our thoughts and prayers are with people in Paris. htt…,real,real,True,消极
